Timestamp,CUSIP,Bid,Ask
2023-12-24 20:11:26.471,912828M80,99-001,99-003
2023-12-24 20:11:26.475,912828M80,99-001,99-005
2023-12-24 20:11:26.485,912828M80,99-002,99-006
2023-12-24 20:11:26.505,912828M80,99-004,99-006
2023-12-24 20:11:26.522,912828M80,99-004,99-010
2023-12-24 20:11:26.523,912828M80,99-006,99-010
2023-12-24 20:11:26.536,912828M80,99-007,99-011
2023-12-24 20:11:26.544,912828M80,99-010,99-012
2023-12-24 20:11:26.557,912828M80,99-010,99-014
2023-12-24 20:11:26.565,912828M80,99-012,99-014
2023-12-24 20:11:26.580,912828M80,99-012,99-016
2023-12-24 20:11:26.587,912828M80,99-013,99-017
2023-12-24 20:11:26.603,912828M80,99-015,99-017
2023-12-24 20:11:26.621,912828M80,99-016,99-020
2023-12-24 20:11:26.628,912828M80,99-016,99-022
2023-12-24 20:11:26.646,912828M80,99-017,99-023
2023-12-24 20:11:26.664,912828M80,99-020,99-024
2023-12-24 20:11:26.680,912828M80,99-021,99-025
2023-12-24 20:11:26.688,912828M80,99-022,99-026
2023-12-24 20:11:26.703,912828M80,99-023,99-027
2023-12-24 20:11:26.713,912828M80,99-025,99-027
2023-12-24 20:11:26.733,912828M80,99-025,99-031
2023-12-24 20:11:26.753,912828M80,99-026,99-032
2023-12-24 20:11:26.768,912828M80,99-027,99-033
2023-12-24 20:11:26.771,912828M80,99-030,99-034
2023-12-24 20:11:26.787,912828M80,99-032,99-034
2023-12-24 20:11:26.802,912828M80,99-033,99-035
2023-12-24 20:11:26.815,912828M80,99-033,99-037
2023-12-24 20:11:26.823,912828M80,99-034,99-040
2023-12-24 20:11:26.835,912828M80,99-035,99-041
2023-12-24 20:11:26.843,912828M80,99-036,99-042
2023-12-24 20:11:26.862,912828M80,99-040,99-042
2023-12-24 20:11:26.873,912828M80,99-040,99-044
2023-12-24 20:11:26.874,912828M80,99-041,99-045
2023-12-24 20:11:26.882,912828M80,99-042,99-046
2023-12-24 20:11:26.888,912828M80,99-043,99-047
2023-12-24 20:11:26.894,912828M80,99-045,99-047
2023-12-24 20:11:26.913,912828M80,99-045,99-051
2023-12-24 20:11:26.922,912828M80,99-047,99-051
2023-12-24 20:11:26.941,912828M80,99-050,99-052
2023-12-24 20:11:26.958,912828M80,99-051,99-053
2023-12-24 20:11:26.960,912828M80,99-051,99-055
2023-12-24 20:11:26.979,912828M80,99-053,99-055
2023-12-24 20:11:26.996,912828M80,99-054,99-056
2023-12-24 20:11:27.002,912828M80,99-054,99-060
2023-12-24 20:11:27.008,912828M80,99-055,99-061
2023-12-24 20:11:27.027,912828M80,99-056,99-062
2023-12-24 20:11:27.044,912828M80,99-057,99-063
2023-12-24 20:11:27.057,912828M80,99-061,99-063
2023-12-24 20:11:27.074,912828M80,99-061,99-065
2023-12-24 20:11:27.088,912828M80,99-063,99-065
2023-12-24 20:11:27.091,912828M80,99-064,99-066
2023-12-24 20:11:27.092,912828M80,99-065,99-067
2023-12-24 20:11:27.108,912828M80,99-066,99-070
2023-12-24 20:11:27.120,912828M80,99-066,99-072
2023-12-24 20:11:27.136,912828M80,99-067,99-073
2023-12-24 20:11:27.142,912828M80,99-070,99-074
2023-12-24 20:11:27.151,912828M80,99-072,99-074
2023-12-24 20:11:27.163,912828M80,99-073,99-075
2023-12-24 20:11:27.177,912828M80,99-074,99-076
2023-12-24 20:11:27.179,912828M80,99-075,99-077
2023-12-24 20:11:27.189,912828M80,99-076,99-080
2023-12-24 20:11:27.209,912828M80,99-076,99-082
2023-12-24 20:11:27.219,912828M80,99-080,99-082
2023-12-24 20:11:27.224,912828M80,99-080,99-084
2023-12-24 20:11:27.240,912828M80,99-081,99-085
2023-12-24 20:11:27.243,912828M80,99-083,99-085
2023-12-24 20:11:27.255,912828M80,99-083,99-087
2023-12-24 20:11:27.257,912828M80,99-084,99-090
2023-12-24 20:11:27.275,912828M80,99-085,99-091
2023-12-24 20:11:27.279,912828M80,99-086,99-092
2023-12-24 20:11:27.295,912828M80,99-090,99-092
2023-12-24 20:11:27.297,912828M80,99-091,99-093
2023-12-24 20:11:27.317,912828M80,99-091,99-095
2023-12-24 20:11:27.318,912828M80,99-092,99-096
2023-12-24 20:11:27.333,912828M80,99-094,99-096
2023-12-24 20:11:27.347,912828M80,99-095,99-097
2023-12-24 20:11:27.361,912828M80,99-095,99-101
2023-12-24 20:11:27.366,912828M80,99-097,99-101
2023-12-24 20:11:27.377,912828M80,99-097,99-103
2023-12-24 20:11:27.392,912828M80,99-101,99-103
2023-12-24 20:11:27.410,912828M80,99-101,99-105
2023-12-24 20:11:27.413,912828M80,99-102,99-106
2023-12-24 20:11:27.416,912828M80,99-103,99-107
2023-12-24 20:11:27.426,912828M80,99-105,99-107
2023-12-24 20:11:27.443,912828M80,99-105,99-111
2023-12-24 20:11:27.454,912828M80,99-106,99-112
2023-12-24 20:11:27.459,912828M80,99-107,99-113
2023-12-24 20:11:27.464,912828M80,99-110,99-114
2023-12-24 20:11:27.477,912828M80,99-112,99-114
2023-12-24 20:11:27.482,912828M80,99-113,99-115
2023-12-24 20:11:27.498,912828M80,99-113,99-117
2023-12-24 20:11:27.506,912828M80,99-114,99-120
2023-12-24 20:11:27.517,912828M80,99-115,99-121
2023-12-24 20:11:27.529,912828M80,99-117,99-121
2023-12-24 20:11:27.542,912828M80,99-120,99-122
2023-12-24 20:11:27.551,912828M80,99-120,99-124
2023-12-24 20:11:27.566,912828M80,99-121,99-125
2023-12-24 20:11:27.586,912828M80,99-123,99-125
2023-12-24 20:11:27.587,912828M80,99-123,99-127
2023-12-24 20:11:27.595,912828M80,99-125,99-127
2023-12-24 20:11:27.596,912828M80,99-125,99-131
2023-12-24 20:11:27.606,912828M80,99-127,99-131
2023-12-24 20:11:27.621,912828M80,99-127,99-133
2023-12-24 20:11:27.627,912828M80,99-131,99-133
2023-12-24 20:11:27.643,912828M80,99-132,99-134
2023-12-24 20:11:27.658,912828M80,99-133,99-135
2023-12-24 20:11:27.671,912828M80,99-134,99-136
2023-12-24 20:11:27.688,912828M80,99-134,99-140
2023-12-24 20:11:27.701,912828M80,99-136,99-140
2023-12-24 20:11:27.715,912828M80,99-136,99-142
2023-12-24 20:11:27.723,912828M80,99-140,99-142
2023-12-24 20:11:27.736,912828M80,99-140,99-144
2023-12-24 20:11:27.739,912828M80,99-142,99-144
2023-12-24 20:11:27.744,912828M80,99-143,99-145
2023-12-24 20:11:27.761,912828M80,99-144,99-146
2023-12-24 20:11:27.763,912828M80,99-144,99-150
2023-12-24 20:11:27.768,912828M80,99-145,99-151
2023-12-24 20:11:27.774,912828M80,99-147,99-151
2023-12-24 20:11:27.792,912828M80,99-147,99-153
2023-12-24 20:11:27.809,912828M80,99-151,99-153
2023-12-24 20:11:27.823,912828M80,99-151,99-155
2023-12-24 20:11:27.835,912828M80,99-153,99-155
2023-12-24 20:11:27.854,912828M80,99-153,99-157
2023-12-24 20:11:27.869,912828M80,99-154,99-160
2023-12-24 20:11:27.886,912828M80,99-155,99-161
2023-12-24 20:11:27.906,912828M80,99-157,99-161
2023-12-24 20:11:27.922,912828M80,99-157,99-163
2023-12-24 20:11:27.939,912828M80,99-160,99-164
2023-12-24 20:11:27.957,912828M80,99-162,99-164
2023-12-24 20:11:27.961,912828M80,99-163,99-165
2023-12-24 20:11:27.975,912828M80,99-163,99-167
2023-12-24 20:11:27.990,912828M80,99-165,99-167
2023-12-24 20:11:27.994,912828M80,99-166,99-170
2023-12-24 20:11:28.010,912828M80,99-167,99-171
2023-12-24 20:11:28.014,912828M80,99-167,99-173
2023-12-24 20:11:28.027,912828M80,99-171,99-173
2023-12-24 20:11:28.030,912828M80,99-171,99-175
2023-12-24 20:11:28.045,912828M80,99-173,99-175
2023-12-24 20:11:28.054,912828M80,99-174,99-176
2023-12-24 20:11:28.056,912828M80,99-175,99-177
2023-12-24 20:11:28.068,912828M80,99-176,99-180
2023-12-24 20:11:28.078,912828M80,99-177,99-181
2023-12-24 20:11:28.094,912828M80,99-177,99-183
2023-12-24 20:11:28.104,912828M80,99-181,99-183
2023-12-24 20:11:28.122,912828M80,99-181,99-185
2023-12-24 20:11:28.129,912828M80,99-182,99-186
2023-12-24 20:11:28.140,912828M80,99-184,99-186
2023-12-24 20:11:28.145,912828M80,99-185,99-187
2023-12-24 20:11:28.159,912828M80,99-185,99-191
2023-12-24 20:11:28.165,912828M80,99-187,99-191
2023-12-24 20:11:28.183,912828M80,99-190,99-192
2023-12-24 20:11:28.192,912828M80,99-191,99-193
2023-12-24 20:11:28.212,912828M80,99-191,99-195
2023-12-24 20:11:28.215,912828M80,99-193,99-195
2023-12-24 20:11:28.226,912828M80,99-194,99-196
2023-12-24 20:11:28.230,912828M80,99-194,99-200
2023-12-24 20:11:28.247,912828M80,99-196,99-200
2023-12-24 20:11:28.252,912828M80,99-197,99-201
2023-12-24 20:11:28.258,912828M80,99-197,99-203
2023-12-24 20:11:28.259,912828M80,99-200,99-204
2023-12-24 20:11:28.275,912828M80,99-202,99-204
2023-12-24 20:11:28.288,912828M80,99-203,99-205
2023-12-24 20:11:28.291,912828M80,99-203,99-207
2023-12-24 20:11:28.303,912828M80,99-204,99-210
2023-12-24 20:11:28.304,912828M80,99-206,99-210
2023-12-24 20:11:28.313,912828M80,99-207,99-211
2023-12-24 20:11:28.323,912828M80,99-210,99-212
2023-12-24 20:11:28.338,912828M80,99-210,99-214
2023-12-24 20:11:28.358,912828M80,99-212,99-214
2023-12-24 20:11:28.360,912828M80,99-212,99-216
2023-12-24 20:11:28.376,912828M80,99-213,99-217
2023-12-24 20:11:28.386,912828M80,99-214,99-220
2023-12-24 20:11:28.400,912828M80,99-215,99-221
2023-12-24 20:11:28.409,912828M80,99-217,99-221
2023-12-24 20:11:28.412,912828M80,99-217,99-223
2023-12-24 20:11:28.414,912828M80,99-221,99-223
2023-12-24 20:11:28.425,912828M80,99-222,99-224
2023-12-24 20:11:28.438,912828M80,99-222,99-226
2023-12-24 20:11:28.455,912828M80,99-224,99-226
2023-12-24 20:11:28.457,912828M80,99-225,99-227
2023-12-24 20:11:28.467,912828M80,99-226,99-230
2023-12-24 20:11:28.478,912828M80,99-227,99-231
2023-12-24 20:11:28.497,912828M80,99-227,99-233
2023-12-24 20:11:28.513,912828M80,99-230,99-234
2023-12-24 20:11:28.525,912828M80,99-231,99-235
2023-12-24 20:11:28.540,912828M80,99-233,99-235
2023-12-24 20:11:28.552,912828M80,99-233,99-237
2023-12-24 20:11:28.556,912828M80,99-235,99-237
2023-12-24 20:11:28.558,912828M80,99-236,99-240
2023-12-24 20:11:28.573,912828M80,99-237,99-241
2023-12-24 20:11:28.580,912828M80,99-237,99-243
2023-12-24 20:11:28.594,912828M80,99-241,99-243
2023-12-24 20:11:28.606,912828M80,99-242,99-244
2023-12-24 20:11:28.617,912828M80,99-242,99-246
2023-12-24 20:11:28.634,912828M80,99-244,99-246
2023-12-24 20:11:28.642,912828M80,99-245,99-247
2023-12-24 20:11:28.658,912828M80,99-246,99-250
2023-12-24 20:11:28.673,912828M80,99-247,99-251
2023-12-24 20:11:28.689,912828M80,99-250,99-252
2023-12-24 20:11:28.696,912828M80,99-250,99-254
2023-12-24 20:11:28.701,912828M80,99-251,99-255
2023-12-24 20:11:28.716,912828M80,99-253,99-255
2023-12-24 20:11:28.730,912828M80,99-253,99-257
2023-12-24 20:11:28.743,912828M80,99-255,99-257
2023-12-24 20:11:28.748,912828M80,99-256,99-260
2023-12-24 20:11:28.768,912828M80,99-256,99-262
2023-12-24 20:11:28.774,912828M80,99-260,99-262
2023-12-24 20:11:28.776,912828M80,99-261,99-263
2023-12-24 20:11:28.792,912828M80,99-262,99-264
2023-12-24 20:11:28.796,912828M80,99-263,99-265
2023-12-24 20:11:28.815,912828M80,99-264,99-266
2023-12-24 20:11:28.828,912828M80,99-264,99-270
2023-12-24 20:11:28.832,912828M80,99-265,99-271
2023-12-24 20:11:28.852,912828M80,99-267,99-271
2023-12-24 20:11:28.861,912828M80,99-270,99-272
2023-12-24 20:11:28.880,912828M80,99-271,99-273
2023-12-24 20:11:28.900,912828M80,99-272,99-274
2023-12-24 20:11:28.920,912828M80,99-272,99-276
2023-12-24 20:11:28.924,912828M80,99-273,99-277
2023-12-24 20:11:28.929,912828M80,99-275,99-277
2023-12-24 20:11:28.940,912828M80,99-275,99-281
2023-12-24 20:11:28.944,912828M80,99-277,99-281
2023-12-24 20:11:28.946,912828M80,99-277,99-283
2023-12-24 20:11:28.955,912828M80,99-280,99-284
2023-12-24 20:11:28.962,912828M80,99-281,99-285
2023-12-24 20:11:28.972,912828M80,99-282,99-286
2023-12-24 20:11:28.975,912828M80,99-284,99-286
2023-12-24 20:11:28.994,912828M80,99-284,99-290
2023-12-24 20:11:28.996,912828M80,99-286,99-290
2023-12-24 20:11:29.006,912828M80,99-287,99-291
2023-12-24 20:11:29.023,912828M80,99-287,99-293
2023-12-24 20:11:29.039,912828M80,99-290,99-294
2023-12-24 20:11:29.050,912828M80,99-292,99-294
2023-12-24 20:11:29.061,912828M80,99-292,99-296
2023-12-24 20:11:29.065,912828M80,99-294,99-296
2023-12-24 20:11:29.080,912828M80,99-295,99-297
2023-12-24 20:11:29.097,912828M80,99-296,99-300
2023-12-24 20:11:29.098,912828M80,99-297,99-301
2023-12-24 20:11:29.108,912828M80,99-300,99-302
2023-12-24 20:11:29.118,912828M80,99-301,99-303
2023-12-24 20:11:29.130,912828M80,99-301,99-305
2023-12-24 20:11:29.141,912828M80,99-303,99-305
2023-12-24 20:11:29.152,912828M80,99-304,99-306
2023-12-24 20:11:29.155,912828M80,99-304,99-310
2023-12-24 20:11:29.165,912828M80,99-306,99-310
2023-12-24 20:11:29.167,912828M80,99-306,99-312
2023-12-24 20:11:29.169,912828M80,99-307,99-313
2023-12-24 20:11:29.189,912828M80,99-311,99-313
2023-12-24 20:11:29.199,912828M80,99-312,99-314
2023-12-24 20:11:29.207,912828M80,99-312,99-316
2023-12-24 20:11:29.216,912828M80,99-313,99-317
2023-12-24 20:11:29.231,912828M80,99-315,99-317
2023-12-24 20:11:29.247,912828M80,99-315,100-001
2023-12-24 20:11:29.267,912828M80,99-316,100-002
2023-12-24 20:11:29.276,912828M80,99-320,100-002
2023-12-24 20:11:29.278,912828M80,100-001,100-003
2023-12-24 20:11:29.287,912828M80,100-002,100-004
2023-12-24 20:11:29.296,912828M80,100-003,100-005
2023-12-24 20:11:29.298,912828M80,100-004,100-006
2023-12-24 20:11:29.305,912828M80,100-005,100-007
2023-12-24 20:11:29.306,912828M80,100-005,100-011
2023-12-24 20:11:29.310,912828M80,100-006,100-012
2023-12-24 20:11:29.312,912828M80,100-010,100-012
2023-12-24 20:11:29.326,912828M80,100-010,100-014
2023-12-24 20:11:29.341,912828M80,100-012,100-014
2023-12-24 20:11:29.361,912828M80,100-012,100-016
2023-12-24 20:11:29.371,912828M80,100-014,100-016
2023-12-24 20:11:29.376,912828M80,100-015,100-017
2023-12-24 20:11:29.390,912828M80,100-016,100-020
2023-12-24 20:11:29.402,912828M80,100-016,100-022
2023-12-24 20:11:29.408,912828M80,100-020,100-022
2023-12-24 20:11:29.412,912828M80,100-020,100-024
2023-12-24 20:11:29.428,912828M80,100-021,100-025
2023-12-24 20:11:29.429,912828M80,100-022,100-026
2023-12-24 20:11:29.449,912828M80,100-023,100-027
2023-12-24 20:11:29.452,912828M80,100-024,100-030
2023-12-24 20:11:29.465,912828M80,100-026,100-030
2023-12-24 20:11:29.470,912828M80,100-027,100-031
2023-12-24 20:11:29.478,912828M80,100-030,100-032
2023-12-24 20:11:29.485,912828M80,100-030,100-034
2023-12-24 20:11:29.491,912828M80,100-032,100-034
2023-12-24 20:11:29.508,912828M80,100-033,100-035
2023-12-24 20:11:29.522,912828M80,100-033,100-037
2023-12-24 20:11:29.536,912828M80,100-035,100-037
2023-12-24 20:11:29.548,912828M80,100-035,100-041
2023-12-24 20:11:29.563,912828M80,100-036,100-042
2023-12-24 20:11:29.568,912828M80,100-037,100-043
2023-12-24 20:11:29.588,912828M80,100-040,100-044
2023-12-24 20:11:29.602,912828M80,100-041,100-045
2023-12-24 20:11:29.603,912828M80,100-042,100-046
2023-12-24 20:11:29.606,912828M80,100-043,100-047
2023-12-24 20:11:29.625,912828M80,100-044,100-050
2023-12-24 20:11:29.633,912828M80,100-046,100-050
2023-12-24 20:11:29.653,912828M80,100-046,100-052
2023-12-24 20:11:29.662,912828M80,100-047,100-053
2023-12-24 20:11:29.664,912828M80,100-051,100-053
2023-12-24 20:11:29.672,912828M80,100-051,100-055
2023-12-24 20:11:29.692,912828M80,100-053,100-055
2023-12-24 20:11:29.703,912828M80,100-054,100-056
2023-12-24 20:11:29.714,912828M80,100-054,100-060
2023-12-24 20:11:29.730,912828M80,100-056,100-060
2023-12-24 20:11:29.744,912828M80,100-056,100-062
2023-12-24 20:11:29.759,912828M80,100-057,100-063
2023-12-24 20:11:29.761,912828M80,100-061,100-063
2023-12-24 20:11:29.767,912828M80,100-061,100-065
2023-12-24 20:11:29.783,912828M80,100-063,100-065
2023-12-24 20:11:29.786,912828M80,100-064,100-066
2023-12-24 20:11:29.791,912828M80,100-065,100-067
2023-12-24 20:11:29.803,912828M80,100-066,100-070
2023-12-24 20:11:29.823,912828M80,100-066,100-072
2023-12-24 20:11:29.827,912828M80,100-067,100-073
2023-12-24 20:11:29.846,912828M80,100-071,100-073
2023-12-24 20:11:29.859,912828M80,100-072,100-074
2023-12-24 20:11:29.872,912828M80,100-073,100-075
2023-12-24 20:11:29.892,912828M80,100-073,100-077
2023-12-24 20:11:29.905,912828M80,100-074,100-080
2023-12-24 20:11:29.924,912828M80,100-076,100-080
2023-12-24 20:11:29.932,912828M80,100-077,100-081
2023-12-24 20:11:29.948,912828M80,100-077,100-083
2023-12-24 20:11:29.959,912828M80,100-081,100-083
2023-12-24 20:11:29.968,912828M80,100-081,100-085
2023-12-24 20:11:29.987,912828M80,100-082,100-086
2023-12-24 20:11:30.006,912828M80,100-084,100-086
2023-12-24 20:11:30.020,912828M80,100-085,100-087
2023-12-24 20:11:30.030,912828M80,100-085,100-091
2023-12-24 20:11:30.036,912828M80,100-086,100-092
2023-12-24 20:11:30.055,912828M80,100-090,100-092
2023-12-24 20:11:30.069,912828M80,100-091,100-093
2023-12-24 20:11:30.086,912828M80,100-092,100-094
2023-12-24 20:11:30.087,912828M80,100-093,100-095
2023-12-24 20:11:30.095,912828M80,100-093,100-097
2023-12-24 20:11:30.110,912828M80,100-095,100-097
2023-12-24 20:11:30.121,912828M80,100-096,100-100
2023-12-24 20:11:30.125,912828M80,100-097,100-101
2023-12-24 20:11:30.131,912828M80,100-097,100-103
2023-12-24 20:11:30.142,912828M80,100-101,100-103
2023-12-24 20:11:30.147,912828M80,100-101,100-105
2023-12-24 20:11:30.163,912828M80,100-102,100-106
2023-12-24 20:11:30.183,912828M80,100-103,100-107
2023-12-24 20:11:30.194,912828M80,100-104,100-110
2023-12-24 20:11:30.201,912828M80,100-105,100-111
2023-12-24 20:11:30.212,912828M80,100-107,100-111
2023-12-24 20:11:30.221,912828M80,100-107,100-113
2023-12-24 20:11:30.239,912828M80,100-110,100-114
2023-12-24 20:11:30.254,912828M80,100-111,100-115
2023-12-24 20:11:30.273,912828M80,100-113,100-115
2023-12-24 20:11:30.287,912828M80,100-113,100-117
2023-12-24 20:11:30.304,912828M80,100-115,100-117
2023-12-24 20:11:30.318,912828M80,100-116,100-120
2023-12-24 20:11:30.331,912828M80,100-116,100-122
2023-12-24 20:11:30.350,912828M80,100-120,100-122
2023-12-24 20:11:30.365,912828M80,100-121,100-123
2023-12-24 20:11:30.385,912828M80,100-122,100-124
2023-12-24 20:11:30.395,912828M80,100-123,100-125
2023-12-24 20:11:30.412,912828M80,100-123,100-127
2023-12-24 20:11:30.421,912828M80,100-125,100-127
2023-12-24 20:11:30.428,912828M80,100-126,100-130
2023-12-24 20:11:30.446,912828M80,100-126,100-132
2023-12-24 20:11:30.466,912828M80,100-127,100-133
2023-12-24 20:11:30.478,912828M80,100-131,100-133
2023-12-24 20:11:30.480,912828M80,100-131,100-135
2023-12-24 20:11:30.484,912828M80,100-132,100-136
2023-12-24 20:11:30.488,912828M80,100-133,100-137
2023-12-24 20:11:30.506,912828M80,100-135,100-137
2023-12-24 20:11:30.509,912828M80,100-136,100-140
2023-12-24 20:11:30.528,912828M80,100-137,100-141
2023-12-24 20:11:30.548,912828M80,100-137,100-143
2023-12-24 20:11:30.562,912828M80,100-140,100-144
2023-12-24 20:11:30.578,912828M80,100-142,100-144
2023-12-24 20:11:30.582,912828M80,100-143,100-145
2023-12-24 20:11:30.589,912828M80,100-144,100-146
2023-12-24 20:11:30.605,912828M80,100-145,100-147
2023-12-24 20:11:30.609,912828M80,100-145,100-151
2023-12-24 20:11:30.620,912828M80,100-147,100-151
2023-12-24 20:11:30.632,912828M80,100-147,100-153
2023-12-24 20:11:30.650,912828M80,100-151,100-153
2023-12-24 20:11:30.657,912828M80,100-152,100-154
2023-12-24 20:11:30.670,912828M80,100-153,100-155
2023-12-24 20:11:30.682,912828M80,100-153,100-157
2023-12-24 20:11:30.701,912828M80,100-154,100-160
2023-12-24 20:11:30.706,912828M80,100-156,100-160
2023-12-24 20:11:30.716,912828M80,100-156,100-162
2023-12-24 20:11:30.721,912828M80,100-160,100-162
2023-12-24 20:11:30.728,912828M80,100-160,100-164
2023-12-24 20:11:30.740,912828M80,100-161,100-165
2023-12-24 20:11:30.741,912828M80,100-163,100-165
2023-12-24 20:11:30.756,912828M80,100-164,100-166
2023-12-24 20:11:30.763,912828M80,100-164,100-170
2023-12-24 20:11:30.781,912828M80,100-166,100-170
2023-12-24 20:11:30.792,912828M80,100-167,100-171
2023-12-24 20:11:30.798,912828M80,100-170,100-172
2023-12-24 20:11:30.799,912828M80,100-170,100-174
2023-12-24 20:11:30.810,912828M80,100-172,100-174
2023-12-24 20:11:30.828,912828M80,100-173,100-175
2023-12-24 20:11:30.830,912828M80,100-174,100-176
2023-12-24 20:11:30.832,912828M80,100-175,100-177
2023-12-24 20:11:30.838,912828M80,100-175,100-181
2023-12-24 20:11:30.854,912828M80,100-176,100-182
2023-12-24 20:11:30.861,912828M80,100-177,100-183
2023-12-24 20:11:30.880,912828M80,100-181,100-183
2023-12-24 20:11:30.889,912828M80,100-182,100-184
2023-12-24 20:11:30.894,912828M80,100-183,100-185
2023-12-24 20:11:30.904,912828M80,100-183,100-187
2023-12-24 20:11:30.914,912828M80,100-184,100-190
2023-12-24 20:11:30.929,912828M80,100-185,100-191
2023-12-24 20:11:30.944,912828M80,100-187,100-191
2023-12-24 20:11:30.954,912828M80,100-190,100-192
2023-12-24 20:11:30.969,912828M80,100-191,100-193
2023-12-24 20:11:30.981,912828M80,100-192,100-194
2023-12-24 20:11:30.994,912828M80,100-192,100-196
2023-12-24 20:11:30.997,912828M80,100-194,100-196
2023-12-24 20:11:31.017,912828M80,100-195,100-197
2023-12-24 20:11:31.036,912828M80,100-195,100-201
2023-12-24 20:11:31.049,912828M80,100-197,100-201
2023-12-24 20:11:31.065,912828M80,100-197,100-203
2023-12-24 20:11:31.081,912828M80,100-200,100-204
2023-12-24 20:11:31.095,912828M80,100-201,100-205
2023-12-24 20:11:31.102,912828M80,100-203,100-205
2023-12-24 20:11:31.108,912828M80,100-203,100-207
2023-12-24 20:11:31.125,912828M80,100-205,100-207
2023-12-24 20:11:31.126,912828M80,100-206,100-210
2023-12-24 20:11:31.142,912828M80,100-206,100-212
2023-12-24 20:11:31.159,912828M80,100-210,100-212
2023-12-24 20:11:31.171,912828M80,100-210,100-214
2023-12-24 20:11:31.185,912828M80,100-212,100-214
2023-12-24 20:11:31.194,912828M80,100-212,100-216
2023-12-24 20:11:31.205,912828M80,100-214,100-216
2023-12-24 20:11:31.210,912828M80,100-214,100-220
2023-12-24 20:11:31.228,912828M80,100-216,100-220
2023-12-24 20:11:31.239,912828M80,100-217,100-221
2023-12-24 20:11:31.257,912828M80,100-220,100-222
2023-12-24 20:11:31.276,912828M80,100-221,100-223
2023-12-24 20:11:31.291,912828M80,100-222,100-224
2023-12-24 20:11:31.311,912828M80,100-223,100-225
2023-12-24 20:11:31.315,912828M80,100-224,100-226
2023-12-24 20:11:31.317,912828M80,100-224,100-230
2023-12-24 20:11:31.325,912828M80,100-225,100-231
2023-12-24 20:11:31.341,912828M80,100-226,100-232
2023-12-24 20:11:31.354,912828M80,100-230,100-232
2023-12-24 20:11:31.374,912828M80,100-231,100-233
2023-12-24 20:11:31.389,912828M80,100-231,100-235
2023-12-24 20:11:31.399,912828M80,100-232,100-236
2023-12-24 20:11:31.417,912828M80,100-234,100-236
2023-12-24 20:11:31.429,912828M80,100-234,100-240
2023-12-24 20:11:31.447,912828M80,100-236,100-240
2023-12-24 20:11:31.458,912828M80,100-237,100-241
2023-12-24 20:11:31.465,912828M80,100-237,100-243
2023-12-24 20:11:31.479,912828M80,100-240,100-244
2023-12-24 20:11:31.492,912828M80,100-241,100-245
2023-12-24 20:11:31.501,912828M80,100-243,100-245
2023-12-24 20:11:31.512,912828M80,100-244,100-246
2023-12-24 20:11:31.531,912828M80,100-244,100-250
2023-12-24 20:11:31.532,912828M80,100-245,100-251
2023-12-24 20:11:31.552,912828M80,100-246,100-252
2023-12-24 20:11:31.569,912828M80,100-250,100-252
2023-12-24 20:11:31.572,912828M80,100-250,100-254
2023-12-24 20:11:31.575,912828M80,100-251,100-255
2023-12-24 20:11:31.581,912828M80,100-252,100-256
2023-12-24 20:11:31.597,912828M80,100-253,100-257
2023-12-24 20:11:31.600,912828M80,100-254,100-260
2023-12-24 20:11:31.614,912828M80,100-255,100-261
2023-12-24 20:11:31.622,912828M80,100-257,100-261
2023-12-24 20:11:31.631,912828M80,100-257,100-263
2023-12-24 20:11:31.650,912828M80,100-261,100-263
2023-12-24 20:11:31.661,912828M80,100-261,100-265
2023-12-24 20:11:31.674,912828M80,100-263,100-265
2023-12-24 20:11:31.689,912828M80,100-264,100-266
2023-12-24 20:11:31.696,912828M80,100-264,100-270
2023-12-24 20:11:31.709,912828M80,100-266,100-270
2023-12-24 20:11:31.728,912828M80,100-267,100-271
2023-12-24 20:11:31.747,912828M80,100-270,100-272
2023-12-24 20:11:31.765,912828M80,100-271,100-273
2023-12-24 20:11:31.771,912828M80,100-271,100-275
2023-12-24 20:11:31.784,912828M80,100-272,100-276
2023-12-24 20:11:31.792,912828M80,100-273,100-277
2023-12-24 20:11:31.805,912828M80,100-275,100-277
2023-12-24 20:11:31.825,912828M80,100-276,100-280
2023-12-24 20:11:31.842,912828M80,100-276,100-282
2023-12-24 20:11:31.844,912828M80,100-277,100-283
2023-12-24 20:11:31.862,912828M80,100-281,100-283
2023-12-24 20:11:31.873,912828M80,100-282,100-284
2023-12-24 20:11:31.879,912828M80,100-283,100-285
2023-12-24 20:11:31.890,912828M80,100-284,100-286
2023-12-24 20:11:31.898,912828M80,100-285,100-287
2023-12-24 20:11:31.901,912828M80,100-286,100-290
2023-12-24 20:11:31.920,912828M80,100-287,100-291
2023-12-24 20:11:31.937,912828M80,100-287,100-293
2023-12-24 20:11:31.950,912828M80,100-291,100-293
2023-12-24 20:11:31.951,912828M80,100-291,100-295
2023-12-24 20:11:31.964,912828M80,100-293,100-295
2023-12-24 20:11:31.975,912828M80,100-293,100-297
2023-12-24 20:11:31.991,912828M80,100-294,100-300
2023-12-24 20:11:32.010,912828M80,100-295,100-301
2023-12-24 20:11:32.026,912828M80,100-297,100-301
2023-12-24 20:11:32.035,912828M80,100-297,100-303
2023-12-24 20:11:32.054,912828M80,100-301,100-303
2023-12-24 20:11:32.070,912828M80,100-302,100-304
2023-12-24 20:11:32.088,912828M80,100-302,100-306
